id,pid,ms_subclass,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,indoor_area,outdoor_area
1188,534127230,20,RL,85.0,11050,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1968,1968,Gable,CompShg,HdBoard,HdBoard,NoMsn,0.0,TA,TA,CBlock,TA,TA,No,Rec,301.0,Unf,0.0,1439.0,1740.0,GasA,Fa,Y,SBrkr,1740,0,0,1740,0,0,1,1,4,1,TA,8,Typ,1,TA,Attchd,1968,RFn,2,512.0,TA,TA,Y,25.0,0.0,0.0,0.0,192.0,0.0,Np,GdWo,NoFea,0.0,10,2008,WD ,3480.0,11267.0
2345,527325160,60,RL,69.06,16659,Pave,No_Alley,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosA,Norm,1Fam,2Story,7,7,1977,1994,Gable,CompShg,Plywood,Plywood,BrkFace,34.0,TA,TA,CBlock,TA,TA,No,ALQ,795.0,Unf,0.0,0.0,795.0,GasA,Fa,Y,SBrkr,1468,795,0,2263,1,0,2,1,3,1,Gd,9,Typ,1,TA,Attchd,1977,Fin,2,539.0,TA,TA,Y,0.0,250.0,0.0,0.0,0.0,0.0,Np,NoFe,NoFea,0.0,3,2006,WD ,3058.0,16909.0
1059,528118030,60,RL,108.0,13418,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,270.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1420.0,Unf,0.0,430.0,1850.0,GasA,Ex,Y,SBrkr,1850,898,0,2748,1,0,2,1,4,1,Ex,9,Typ,1,Gd,BuiltIn,2006,Fin,3,850.0,TA,TA,Y,212.0,182.0,0.0,0.0,0.0,0.0,Np,NoFe,NoFea,0.0,10,2008,WD ,4598.0,13812.0
2751,906380110,60,RL,133.0,11003,Pave,No_Alley,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,NoMsn,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1308.0,1308.0,GasA,Ex,Y,SBrkr,1308,568,0,1876,0,0,2,1,3,1,Gd,7,Typ,0,Nf,BuiltIn,2005,RFn,3,848.0,TA,TA,Y,0.0,40.0,0.0,0.0,0.0,0.0,Np,NoFe,NoFea,0.0,7,2006,New,3184.0,11043.0
128,534431050,50,RL,68.0,9724,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,5,7,1952,2002,Gable,CompShg,MetalSd,MetalSd,BrkFace,265.0,Gd,TA,CBlock,TA,TA,No,LwQ,670.0,Unf,0.0,470.0,1140.0,GasA,Gd,Y,SBrkr,1929,532,0,2461,0,0,2,0,3,1,TA,7,Min2,2,Gd,Detchd,1994,Unf,2,400.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,Np,GdWo,NoFea,0.0,3,2010,WD ,3601.0,9724.0
1523,909250230,90,RL,64.0,7804,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,Duplex,2.5Unf,6,7,1930,1950,Gable,CompShg,Stucco,Stucco,NoMsn,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,281.0,Rec,679.0,0.0,960.0,GasA,Ex,Y,SBrkr,960,960,0,1920,2,0,2,2,4,2,TA,10,Typ,2,Gd,Detchd,1930,Unf,2,480.0,TA,TA,Y,248.0,0.0,121.0,0.0,0.0,0.0,Np,NoFe,NoFea,0.0,7,2008,WD ,2880.0,8173.0
2925,923251180,20,RL,160.0,20000,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,7,1960,1996,Gable,CompShg,VinylSd,VinylSd,NoMsn,0.0,TA,TA,CBlock,TA,TA,No,ALQ,1224.0,Unf,0.0,0.0,1224.0,GasA,Ex,Y,SBrkr,1224,0,0,1224,1,0,1,0,4,1,TA,7,Typ,1,TA,Detchd,1960,Unf,2,576.0,TA,TA,Y,474.0,0.0,0.0,0.0,0.0,0.0,Np,NoFe,NoFea,0.0,9,2006,WD ,2448.0,20474.0
2145,907250050,20,RL,80.0,10386,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2004,2005,Gable,CompShg,CemntBd,CmentBd,Stone,246.0,Gd,TA,PConc,Gd,TA,No,GLQ,1464.0,Unf,0.0,536.0,2000.0,GasA,Ex,Y,SBrkr,2000,0,0,2000,1,0,2,0,3,1,Gd,8,Typ,0,Nf,Attchd,2004,Fin,3,888.0,TA,TA,Y,168.0,0.0,0.0,0.0,0.0,0.0,Np,NoFe,NoFea,0.0,7,2007,WD ,4000.0,10554.0
1121,528458030,20,FV,72.0,8640,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,NoMsn,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,24.0,Unf,0.0,1339.0,1363.0,GasA,Ex,Y,SBrkr,1372,0,0,1372,0,0,2,0,3,1,Gd,6,Typ,0,Nf,Attchd,2008,RFn,2,588.0,TA,TA,Y,192.0,113.0,0.0,0.0,0.0,0.0,Np,NoFe,NoFea,0.0,7,2008,New,2735.0,8945.0
566,533206020,160,FV,32.0,2880,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,NoMsn,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1376.0,1376.0,GasA,Ex,Y,SBrkr,1376,1629,0,3005,0,0,2,1,3,1,Gd,9,Mod,1,TA,BuiltIn,2004,Fin,3,704.0,TA,TA,Y,0.0,177.0,0.0,0.0,0.0,0.0,Np,NoFe,NoFea,0.0,7,2009,WD ,4381.0,3057.0
565,533135020,60,RL,69.06,11949,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,8,1991,2008,Gable,CompShg,VinylSd,VinylSd,BrkFace,196.0,Gd,Gd,PConc,Gd,TA,No,GLQ,601.0,ALQ,216.0,158.0,975.0,GasA,Ex,Y,SBrkr,975,780,0,1755,0,1,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1991,Unf,2,524.0,TA,TA,Y,502.0,60.0,0.0,0.0,0.0,0.0,Np,GdPrv,NoFea,0.0,7,2009,WD ,2730.0,12511.0
1331,903206070,50,RL,69.06,7010,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1935,1950,Gable,CompShg,Wd Sdng,Wd Sdng,NoMsn,0.0,TA,TA,BrkTil,TA,TA,No,Rec,175.0,Unf,0.0,849.0,1024.0,GasA,TA,Y,SBrkr,1144,594,0,1738,0,0,2,0,3,1,TA,6,Typ,1,Gd,Detchd,1950,Unf,1,240.0,TA,TA,P,0.0,30.0,0.0,0.0,0.0,0.0,Np,NoFe,NoFea,0.0,7,2008,WD ,2762.0,7040.0
2928,923400125,85,RL,62.0,10441,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,5,1992,1992,Gable,CompShg,HdBoard,Wd Shng,NoMsn,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,337.0,Unf,0.0,575.0,912.0,GasA,TA,Y,SBrkr,970,0,0,970,0,1,1,0,3,1,TA,6,Typ,0,Nf,Ng,9999,Ng,0,0.0,Ng,Ng,Y,80.0,32.0,0.0,0.0,0.0,0.0,Np,MnPrv,Shed,700.0,7,2006,WD ,1882.0,10553.0
156,535350030,20,RL,85.0,10200,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1954,2003,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,104.0,TA,TA,CBlock,TA,TA,No,ALQ,320.0,BLQ,362.0,404.0,1086.0,GasA,Gd,Y,SBrkr,1086,0,0,1086,1,0,1,0,3,1,TA,6,Typ,0,Nf,Attchd,1989,Unf,2,490.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,Np,GdWo,NoFea,0.0,5,2010,WD ,2172.0,10200.0
797,905478030,50,RL,60.0,11409,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,4,1949,2008,Gable,CompShg,Wd Sdng,Wd Sdng,NoMsn,0.0,TA,TA,CBlock,TA,TA,No,LwQ,292.0,Unf,0.0,476.0,768.0,GasA,Gd,Y,SBrkr,1148,568,0,1716,0,0,1,1,3,1,TA,8,Min2,1,Gd,Attchd,1949,Unf,1,281.0,TA,TA,Y,0.0,0.0,0.0,0.0,160.0,0.0,Np,NoFe,NoFea,0.0,1,2009,WD ,2484.0,11569.0
327,923225300,160,RM,69.06,1974,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,4,5,1973,1973,Gable,CompShg,CemntBd,CmentBd,NoMsn,0.0,TA,TA,CBlock,TA,TA,No,BLQ,334.0,Unf,0.0,212.0,546.0,GasA,TA,Y,SBrkr,546,546,0,1092,0,0,1,1,3,1,TA,6,Typ,0,Nf,Attchd,1973,RFn,1,286.0,TA,TA,Y,120.0,96.0,0.0,0.0,0.0,0.0,Np,NoFe,NoFea,0.0,5,2010,WD ,1638.0,2190.0
2859,909275250,50,RL,66.0,21780,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Shng,NoMsn,0.0,TA,TA,PConc,TA,Fa,No,Unf,0.0,Unf,0.0,817.0,817.0,GasA,Gd,Y,FuseF,940,610,0,1550,0,0,1,1,3,1,TA,7,Min2,1,TA,Detchd,1937,Unf,1,318.0,TA,TA,P,0.0,0.0,429.0,0.0,0.0,0.0,Np,MnPrv,NoFea,0.0,9,2006,WD ,2367.0,22209.0
1453,907227300,20,RL,60.0,7200,Pave,No_Alley,Reg,Bnk,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Gable,CompShg,HdBoard,HdBoard,NoMsn,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,632.0,Unf,0.0,148.0,780.0,GasA,Ex,Y,SBrkr,780,0,0,780,0,0,1,0,2,1,TA,4,Typ,0,Nf,Detchd,1973,Unf,1,352.0,TA,TA,Y,196.0,0.0,0.0,0.0,0.0,0.0,Np,MnPrv,NoFea,0.0,1,2008,WD ,1560.0,7396.0
1762,528322020,60,RL,100.0,12191,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1997,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,515.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1181.0,Unf,0.0,598.0,1779.0,GasA,Ex,Y,SBrkr,1779,772,0,2551,1,0,2,1,4,1,Gd,8,Typ,2,TA,Attchd,1998,Fin,3,925.0,TA,TA,Y,76.0,61.0,0.0,0.0,0.0,0.0,Np,NoFe,NoFea,0.0,6,2007,WD ,4330.0,12328.0
1868,534128090,20,RL,108.0,11358,Pave,No_Alley,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,7,1972,1987,Hip,CompShg,Wd Sdng,Wd Sdng,NoMsn,0.0,TA,TA,CBlock,TA,TA,No,BLQ,346.0,Unf,0.0,778.0,1124.0,GasA,TA,Y,SBrkr,1610,0,0,1610,0,0,2,0,3,1,Gd,8,Typ,1,TA,Attchd,1972,RFn,2,515.0,TA,TA,Y,202.0,0.0,0.0,0.0,256.0,0.0,Np,NoFe,NoFea,0.0,5,2007,WD ,2734.0,11816.0
1760,528294010,60,RL,59.0,9649,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,NoMsn,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,941.0,941.0,GasA,Ex,Y,SBrkr,961,683,0,1644,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1999,RFn,2,460.0,TA,TA,Y,460.0,42.0,0.0,0.0,0.0,0.0,Np,NoFe,NoFea,0.0,5,2007,WD ,2585.0,10151.0
1113,528429050,20,RL,75.0,11957,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Gtl,Somerst,RRAn,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,53.0,Gd,TA,PConc,Gd,TA,No,GLQ,24.0,Unf,0.0,1550.0,1574.0,GasA,Ex,Y,SBrkr,1574,0,0,1574,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2006,RFn,3,824.0,TA,TA,Y,144.0,104.0,0.0,0.0,0.0,0.0,Np,NoFe,NoFea,0.0,7,2008,WD ,3148.0,12205.0
1812,531384070,60,RL,69.06,11613,Pave,No_Alley,IR2,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1993,1997,Gable,CompShg,VinylSd,VinylSd,NoMsn,0.0,Gd,TA,PConc,Gd,TA,No,ALQ,480.0,Unf,0.0,384.0,864.0,GasA,Ex,Y,SBrkr,920,900,0,1820,0,0,2,1,3,1,Gd,7,Typ,0,Nf,Attchd,1993,RFn,2,492.0,TA,TA,Y,144.0,85.0,0.0,0.0,0.0,0.0,Np,GdPrv,NoFea,0.0,5,2007,WD ,2684.0,11842.0
117,534176230,60,RL,80.0,9600,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1971,1971,Gable,CompShg,MetalSd,MetalSd,NoMsn,0.0,TA,TA,CBlock,TA,TA,No,ALQ,329.0,Unf,0.0,386.0,715.0,GasA,TA,Y,SBrkr,930,715,0,1645,0,0,1,2,4,1,TA,7,Typ,0,Nf,Attchd,1971,RFn,2,441.0,TA,TA,Y,0.0,78.0,0.0,0.0,0.0,0.0,Np,GdWo,NoFea,0.0,6,2010,WD ,2360.0,9678.0
1142,531382120,20,RL,65.0,8125,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1994,1998,Gable,CompShg,HdBoard,HdBoard,BrkFace,258.0,TA,TA,PConc,Gd,TA,No,GLQ,1138.0,Unf,0.0,270.0,1408.0,GasA,Ex,Y,SBrkr,1679,0,0,1679,1,0,2,0,3,1,Gd,7,Typ,1,Fa,Attchd,1994,RFn,2,575.0,TA,TA,Y,224.0,42.0,0.0,0.0,0.0,0.0,Np,NoFe,NoFea,0.0,10,2008,WD ,3087.0,8391.0
2342,527256120,20,RL,90.0,18261,Pave,No_Alley,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,5,2005,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,420.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1416.0,Unf,0.0,494.0,1910.0,GasA,Ex,Y,SBrkr,2000,0,0,2000,1,0,2,1,3,1,Ex,8,Typ,2,Gd,Attchd,2005,Unf,3,722.0,TA,TA,Y,351.0,102.0,0.0,0.0,123.0,0.0,Np,NoFe,NoFea,0.0,9,2006,WD ,3910.0,18837.0
927,909282130,20,RL,70.0,9100,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Feedr,Norm,1Fam,1Story,5,6,1954,1954,Gable,CompShg,BrkFace,BrkFace,NoMsn,0.0,TA,Gd,BrkTil,TA,TA,Mn,Rec,154.0,ALQ,694.0,264.0,1112.0,GasA,Ex,Y,SBrkr,1112,0,0,1112,1,0,1,0,2,1,TA,6,Typ,1,Gd,Attchd,1954,Unf,1,390.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,Np,MnPrv,NoFea,0.0,10,2009,WD ,2224.0,9100.0
2478,531379030,60,RL,70.0,8304,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,NoMsn,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,941.0,941.0,GasA,Ex,Y,SBrkr,941,896,0,1837,0,0,2,1,3,1,TA,7,Typ,0,Nf,Attchd,1997,RFn,2,688.0,TA,TA,Y,150.0,165.0,0.0,0.0,0.0,0.0,Np,GdPrv,NoFea,0.0,7,2006,WD ,2778.0,8619.0
655,535375010,20,RL,53.0,5470,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,NoMsn,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,792.0,792.0,GasA,Gd,Y,FuseA,792,0,0,792,0,0,1,0,2,1,TA,4,Typ,0,Nf,Attchd,1958,Unf,1,366.0,Fa,TA,Y,0.0,90.0,0.0,0.0,0.0,0.0,Np,NoFe,NoFea,0.0,8,2009,WD ,1584.0,5560.0
2064,905200010,20,RL,69.06,8169,Pave,No_Alley,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,7,1966,1966,Gable,CompShg,Plywood,Plywood,NoMsn,0.0,TA,Gd,CBlock,TA,TA,No,Rec,216.0,ALQ,435.0,261.0,912.0,GasA,Ex,Y,SBrkr,912,0,0,912,1,0,1,0,3,1,Gd,6,Typ,0,Nf,Detchd,1966,Unf,1,315.0,TA,TA,Y,204.0,0.0,0.0,0.0,0.0,0.0,Np,MnPrv,NoFea,0.0,7,2007,WD ,1824.0,8373.0
369,527258020,20,RL,124.0,16158,Pave,No_Alley,IR1,Low,AllPub,Inside,Mod,StoneBr,Norm,Norm,1Fam,1Story,7,5,2005,2005,Hip,CompShg,VinylSd,VinylSd,Stone,16.0,Gd,TA,PConc,Ex,TA,Av,ALQ,1274.0,Unf,0.0,256.0,1530.0,GasA,Ex,Y,SBrkr,1530,0,0,1530,1,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2005,Fin,2,430.0,TA,TA,Y,168.0,36.0,0.0,0.0,0.0,0.0,Np,NoFe,NoFea,0.0,6,2009,WD ,3060.0,16362.0
2239,910203290,30,RM,59.0,8263,Pave,No_Alley,Reg,Bnk,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1Story,6,5,1920,1950,Gable,CompShg,BrkFace,BrkFace,NoMsn,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,1012.0,1012.0,GasA,TA,Y,FuseA,1012,0,0,1012,0,0,1,0,2,1,TA,6,Typ,1,Gd,Detchd,1920,Unf,1,308.0,TA,TA,Y,0.0,22.0,112.0,0.0,0.0,0.0,Np,MnPrv,NoFea,0.0,5,2007,WD ,2024.0,8397.0
2732,905351150,120,RL,69.06,5271,Pave,No_Alley,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,7,5,1986,1986,Gable,CompShg,Wd Sdng,Wd Sdng,NoMsn,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,1082.0,Unf,0.0,371.0,1453.0,GasA,Gd,Y,SBrkr,1453,0,0,1453,1,0,1,1,2,1,Gd,6,Typ,1,TA,Attchd,1986,RFn,2,445.0,TA,TA,Y,0.0,80.0,0.0,0.0,184.0,0.0,Np,NoFe,NoFea,0.0,12,2006,WD ,2906.0,5535.0
1653,527328050,20,RL,79.0,11850,Pave,No_Alley,Reg,Lvl,AllPub,FR2,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1984,1984,Gable,CompShg,Plywood,Plywood,BrkFace,98.0,TA,TA,CBlock,Gd,TA,No,ALQ,781.0,Unf,0.0,372.0,1153.0,GasA,TA,Y,SBrkr,1177,0,0,1177,0,0,2,0,3,1,Gd,6,Typ,0,Nf,Attchd,1984,Fin,2,495.0,TA,TA,Y,204.0,103.0,0.0,0.0,0.0,0.0,Np,MnPrv,NoFea,0.0,8,2007,WD ,2330.0,12157.0
959,916382010,60,RL,83.0,13159,Pave,No_Alley,IR1,HLS,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,NoMsn,0.0,TA,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,0.0,846.0,846.0,GasA,Gd,Y,SBrkr,846,846,0,1692,0,0,2,1,3,1,Gd,6,Typ,0,Nf,Attchd,2009,RFn,2,650.0,TA,TA,Y,208.0,114.0,0.0,0.0,0.0,0.0,Np,NoFe,NoFea,0.0,7,2009,New,2538.0,13481.0
2395,528142070,60,RL,82.0,11643,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2006,Hip,CompShg,MetalSd,MetalSd,BrkFace,142.0,Gd,TA,PConc,Ex,TA,Av,GLQ,880.0,Unf,0.0,644.0,1524.0,GasA,Ex,Y,SBrkr,1544,814,0,2358,1,0,2,1,4,1,Ex,10,Typ,1,Gd,BuiltIn,2005,Fin,3,784.0,TA,TA,Y,120.0,34.0,0.0,0.0,0.0,0.0,Np,NoFe,NoFea,0.0,8,2006,New,3882.0,11797.0
1412,905452070,90,RL,50.0,9350,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,SFoyer,5,5,1975,1975,Gable,CompShg,HdBoard,HdBoard,NoMsn,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,864.0,Unf,0.0,0.0,864.0,GasA,Fa,N,SBrkr,864,0,0,864,1,0,1,0,2,1,TA,4,Typ,0,Nf,Ng,9999,Ng,0,0.0,Ng,Ng,Y,0.0,0.0,0.0,0.0,0.0,0.0,Np,NoFe,NoFea,0.0,4,2008,WD ,1728.0,9350.0
271,907401090,20,RL,48.0,10635,Pave,No_Alley,IR2,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,171.0,Gd,TA,PConc,Gd,TA,Av,BLQ,370.0,GLQ,972.0,315.0,1657.0,GasA,Ex,Y,SBrkr,1668,0,0,1668,1,0,2,0,3,1,Gd,8,Typ,1,TA,Attchd,2003,Fin,2,502.0,TA,TA,Y,0.0,262.0,0.0,0.0,0.0,0.0,Np,NoFe,NoFea,0.0,5,2010,WD ,3325.0,10897.0
1484,907425030,120,RM,69.06,4438,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,205.0,Gd,TA,PConc,Gd,TA,Av,GLQ,662.0,Unf,0.0,186.0,848.0,GasA,Ex,Y,SBrkr,848,0,0,848,1,0,1,0,1,1,Gd,3,Typ,1,Gd,Attchd,2004,RFn,2,420.0,TA,TA,Y,149.0,0.0,0.0,0.0,0.0,0.0,Np,NoFe,NoFea,0.0,1,2008,WD ,1696.0,4587.0
1497,908152270,20,RL,60.0,7024,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,NoMsn,0.0,TA,TA,PConc,Gd,TA,No,GLQ,1024.0,Unf,0.0,108.0,1132.0,GasA,Ex,Y,SBrkr,1132,0,0,1132,1,0,1,1,2,1,Gd,5,Typ,0,Nf,Attchd,2005,Fin,2,451.0,TA,TA,Y,252.0,64.0,0.0,0.0,0.0,0.0,Np,NoFe,NoFea,0.0,6,2008,WD ,2264.0,7340.0
552,531475220,90,RL,75.0,8250,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,2Story,6,7,1981,1981,Gable,CompShg,Wd Sdng,Wd Shng,NoMsn,0.0,TA,TA,Slab,Nb,Nb,Nb,Nb,0.0,Nb,0.0,0.0,0.0,GasA,TA,Y,SBrkr,964,918,0,1882,0,0,2,0,4,2,TA,8,Typ,2,TA,Attchd,1981,Unf,2,612.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,Np,NoFe,NoFea,0.0,5,2009,WD ,1882.0,8250.0
2,526350040,20,RH,80.0,11622,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,6,1961,1961,Gable,CompShg,VinylSd,VinylSd,NoMsn,0.0,TA,TA,CBlock,TA,TA,No,Rec,468.0,LwQ,144.0,270.0,882.0,GasA,TA,Y,SBrkr,896,0,0,896,0,0,1,0,2,1,TA,5,Typ,0,Nf,Attchd,1961,Unf,1,730.0,TA,TA,Y,140.0,0.0,0.0,0.0,120.0,0.0,Np,MnPrv,NoFea,0.0,6,2010,WD ,1778.0,11882.0
1855,533251110,20,RL,80.0,12000,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,7,6,1980,1980,Hip,CompShg,VinylSd,MetalSd,BrkFace,600.0,Gd,TA,CBlock,Gd,TA,No,GLQ,1732.0,Unf,0.0,270.0,2002.0,GasA,Ex,Y,SBrkr,2362,0,0,2362,1,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1980,RFn,2,546.0,Gd,TA,Y,180.0,16.0,0.0,0.0,0.0,0.0,Np,NoFe,NoFea,0.0,3,2007,WD ,4364.0,12196.0
4,526353030,20,RL,93.0,11160,Pave,No_Alley,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5,1968,1968,Hip,CompShg,BrkFace,BrkFace,NoMsn,0.0,Gd,TA,CBlock,TA,TA,No,ALQ,1065.0,Unf,0.0,1045.0,2110.0,GasA,Ex,Y,SBrkr,2110,0,0,2110,1,0,2,1,3,1,Ex,8,Typ,2,TA,Attchd,1968,Fin,2,522.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,Np,NoFe,NoFea,0.0,4,2010,WD ,4220.0,11160.0
